"id","round_number","participant_id","theme_selection","article","mid_questionnaire","timestamp"
407,1,111,"{""selected_article_id"": 22, ""selected_article_title"": ""Louisiana is poised to hike its sports betting tax to help colleges pay their athletes"", ""selected_article_category"": ""sports"", ""condition"": ""color""}","{""selected_article_id"": 32, ""selected_article_title"": ""Fever dream: Caitlin Clark and her teammates are still shocked \u2013 and inspired \u2013 by the circus following their team"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Image label""], ""trust_article"": ""2"", ""trust_image"": ""5""}","2025-06-25 10:30:10.258702"
408,2,110,NA,"{""selected_article_id"": 70, ""selected_article_title"": ""Raducanu not satisfied with level at Queen's after quarter-final exit"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Image label"", ""Headline""], ""trust_article"": ""6"", ""trust_image"": ""6""}","2025-06-25 10:30:14.210281"
409,2,111,NA,"{""selected_article_id"": 24, ""selected_article_title"": ""Fanatics Fest 2025 explained: The memorabilia, competitions, and events that will fill your timeline"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Picture""], ""trust_article"": ""1"", ""trust_image"": ""5""}","2025-06-25 10:30:34.053832"
410,3,111,NA,"{""selected_article_id"": 20, ""selected_article_title"": ""Australia's Super Netball goes global in deal with Whoopi Goldberg's AWSN"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Image label"", ""Headline""], ""trust_article"": ""2"", ""trust_image"": ""5""}","2025-06-25 10:30:58.532069"
411,3,110,NA,"{""selected_article_id"": 57, ""selected_article_title"": ""McDonald's settles Byron Allen's $10 billion lawsuit over ads for Black-owned media"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""7"", ""trust_image"": ""7""}","2025-06-25 10:31:20.826608"
412,1,112,"{""selected_article_id"": 34, ""selected_article_title"": ""What the NBA's new TV deal means for viewership and national, local markets"", ""selected_article_category"": ""sports"", ""condition"": ""no_color""}","{""selected_article_id"": 32, ""selected_article_title"": ""Fever dream: Caitlin Clark and her teammates are still shocked \u2013 and inspired \u2013 by the circus following their team"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Picture""], ""trust_article"": ""1"", ""trust_image"": ""4""}","2025-06-25 10:33:35.559939"
413,1,114,"{""selected_article_id"": 66, ""selected_article_title"": ""Juneteenth Festival happening this weekend in Beverly, Morgan Park neighborhoods"", ""selected_article_category"": ""entertainment"", ""condition"": ""nolabel""}","{""selected_article_id"": 62, ""selected_article_title"": ""PSG inspired by Los Angeles as it sets out to build new stadium"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Image label"", ""Topic""], ""trust_article"": ""2"", ""trust_image"": ""4""}","2025-06-25 10:36:06.165552"
414,2,114,NA,"{""selected_article_id"": 68, ""selected_article_title"": ""Aventura Mall voted \""Best Mall in America,\"" USA TODAY poll"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Image label"", ""Topic""], ""trust_article"": ""1"", ""trust_image"": ""5""}","2025-06-25 10:36:21.383235"
415,2,109,NA,"{""selected_article_id"": 16, ""selected_article_title"": ""Whoopi Goldberg puts global spotlight on women's sports, athletes with All Women's Sports Network"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""4"", ""trust_image"": ""5""}","2025-06-25 10:33:43.201087"
416,3,109,NA,"{""selected_article_id"": 20, ""selected_article_title"": ""Australia's Super Netball goes global in deal with Whoopi Goldberg's AWSN"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Image label"", ""Headline""], ""trust_article"": ""5"", ""trust_image"": ""4""}","2025-06-25 10:34:03.702692"
417,3,114,NA,"{""selected_article_id"": 64, ""selected_article_title"": ""Chloe Kelly grants Arsenal period of exclusivity for permanent transfer talks"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Headline""], ""trust_article"": ""2"", ""trust_image"": ""6""}","2025-06-25 10:36:38.031216"
418,1,115,"{""selected_article_id"": 57, ""selected_article_title"": ""McDonald's settles Byron Allen's $10 billion lawsuit over ads for Black-owned media"", ""selected_article_category"": ""entertainment"", ""condition"": ""color""}","{""selected_article_id"": 70, ""selected_article_title"": ""Raducanu not satisfied with level at Queen's after quarter-final exit"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""5"", ""trust_image"": ""5""}","2025-06-25 10:35:04.464252"
419,1,113,"{""selected_article_id"": 36, ""selected_article_title"": ""Finland backs space tech ICEYE firm with R&D funding"", ""selected_article_category"": ""technology"", ""condition"": ""c2pa""}","{""selected_article_id"": 50, ""selected_article_title"": ""Apple eyes using AI to design its chips, technology executive says"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Image label"", ""Headline""], ""trust_article"": ""6"", ""trust_image"": ""7""}","2025-06-25 10:37:15.321034"
420,2,112,NA,"{""selected_article_id"": 21, ""selected_article_title"": ""Fox expands sports broadcast rights with Caliente TV acquisition in Mexico"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Picture""], ""trust_article"": ""7"", ""trust_image"": ""7""}","2025-06-25 10:35:21.132424"
421,2,115,NA,"{""selected_article_id"": 66, ""selected_article_title"": ""Juneteenth Festival happening this weekend in Beverly, Morgan Park neighborhoods"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""6"", ""trust_image"": ""6""}","2025-06-25 10:35:38.604880"
422,1,116,"{""selected_article_id"": 49, ""selected_article_title"": ""Texas startup sells plastic-eating fungi diapers to tackle landfill waste"", ""selected_article_category"": ""technology"", ""condition"": ""no_color""}","{""selected_article_id"": 52, ""selected_article_title"": ""Visual effects veteran Ed Ulbrich joins AI company Moonvalley"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""5"", ""trust_image"": ""4""}","2025-06-25 10:36:38.265073"
423,3,115,NA,"{""selected_article_id"": 61, ""selected_article_title"": ""Netflix Dips Its Toe Into Old-Fashioned TV"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Picture""], ""trust_article"": ""6"", ""trust_image"": ""7""}","2025-06-25 10:36:01.955922"
424,2,105,NA,"{""selected_article_id"": 15, ""selected_article_title"": ""Democratic leaders accuse Trump of legitimizing political violence that led to Minnesota shootings"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""5"", ""trust_image"": ""5""}","2025-06-25 10:36:28.897821"
425,3,112,NA,"{""selected_article_id"": 22, ""selected_article_title"": ""Louisiana is poised to hike its sports betting tax to help colleges pay their athletes"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""7"", ""trust_image"": ""7""}","2025-06-25 10:36:39.398675"
426,3,105,NA,"{""selected_article_id"": 13, ""selected_article_title"": ""Mike Lee, prominent Republicans leap to baseless claims about political violence \u2013 again"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""4"", ""trust_image"": ""4""}","2025-06-25 10:37:00.179607"
427,2,116,NA,"{""selected_article_id"": 46, ""selected_article_title"": ""Videos show aftermath of Iranian strikes in Israel"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Headline"", ""Topic""], ""trust_article"": ""6"", ""trust_image"": ""5""}","2025-06-25 10:37:09.434923"
428,3,116,NA,"{""selected_article_id"": 35, ""selected_article_title"": ""Israeli airstrikes hit multiple Iran nuclear sites. Here's what we know about them."", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""6"", ""trust_image"": ""6""}","2025-06-25 10:37:40.903590"
430,2,113,NA,"{""selected_article_id"": 42, ""selected_article_title"": ""Honda-backed Helm.ai unveils vision system for self-driving cars"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Image label"", ""Headline""], ""trust_article"": ""6"", ""trust_image"": ""6""}","2025-06-25 10:39:10.805316"
431,1,117,"{""selected_article_id"": 1, ""selected_article_title"": ""MSNBC anchor asks panel if political violence is a result of the 'will of the people' being ignored or just part of life"", ""selected_article_category"": ""politics"", ""condition"": ""nolabel""}","{""selected_article_id"": 11, ""selected_article_title"": ""We Encourage Political Violence When We Look the Other Way"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""2"", ""trust_image"": ""5""}","2025-06-25 10:40:15.413431"
432,3,113,NA,"{""selected_article_id"": 41, ""selected_article_title"": ""Honda conducts surprise reusable rocket test, aims spaceflight by 2029"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Image label"", ""Headline""], ""trust_article"": ""6"", ""trust_image"": ""6""}","2025-06-25 10:40:50.605243"
433,1,120,"{""selected_article_id"": 51, ""selected_article_title"": ""Anduril, Rheinmetall partner to build military drones for Europe"", ""selected_article_category"": ""technology"", ""condition"": ""c2pa""}","{""selected_article_id"": 45, ""selected_article_title"": ""Swedish military joins Telia, Ericsson to boost defense tech"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""3"", ""trust_image"": ""5""}","2025-06-25 10:48:09.110455"
434,1,121,"{""selected_article_id"": 42, ""selected_article_title"": ""Honda-backed Helm.ai unveils vision system for self-driving cars"", ""selected_article_category"": ""technology"", ""condition"": ""nolabel""}","{""selected_article_id"": 50, ""selected_article_title"": ""Apple eyes using AI to design its chips, technology executive says"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""4"", ""trust_image"": ""6""}","2025-06-25 10:45:50.537874"
435,1,123,"{""selected_article_id"": 64, ""selected_article_title"": ""Chloe Kelly grants Arsenal period of exclusivity for permanent transfer talks"", ""selected_article_category"": ""entertainment"", ""condition"": ""no_color""}","{""selected_article_id"": 59, ""selected_article_title"": ""Bay Area malls drawing customers back with interactive entertainment"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Topic""], ""trust_article"": ""5"", ""trust_image"": ""4""}","2025-06-25 10:44:51.330625"
436,1,124,"{""selected_article_id"": 4, ""selected_article_title"": ""Colorado officials react to assassination of Minnesota lawmaker and her husband"", ""selected_article_category"": ""politics"", ""condition"": ""c2pa""}","{""selected_article_id"": 3, ""selected_article_title"": ""Massachusetts lawmakers condemn political shootings in Minnesota as \""horrific\"""", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""6"", ""trust_image"": ""6""}","2025-06-25 10:45:52.937494"
437,2,123,NA,"{""selected_article_id"": 61, ""selected_article_title"": ""Netflix Dips Its Toe Into Old-Fashioned TV"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""7"", ""trust_image"": ""6""}","2025-06-25 10:46:20.090184"
438,1,122,"{""selected_article_id"": 13, ""selected_article_title"": ""Mike Lee, prominent Republicans leap to baseless claims about political violence \u2013 again"", ""selected_article_category"": ""politics"", ""condition"": ""color""}","{""selected_article_id"": 0, ""selected_article_title"": ""Peak absurdity on campaign finance reform heads to the Supreme Court"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Image label"", ""Headline"", ""Topic""], ""trust_article"": ""6"", ""trust_image"": ""6""}","2025-06-25 10:49:12.488193"
439,1,125,"{""selected_article_id"": 1, ""selected_article_title"": ""MSNBC anchor asks panel if political violence is a result of the 'will of the people' being ignored or just part of life"", ""selected_article_category"": ""politics"", ""condition"": ""nolabel""}","{""selected_article_id"": 5, ""selected_article_title"": ""What motivated the Minnesota lawmaker shooting suspect is unclear, so are his politics"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""7"", ""trust_image"": ""7""}","2025-06-25 10:48:42.185550"
440,2,121,NA,"{""selected_article_id"": 41, ""selected_article_title"": ""Honda conducts surprise reusable rocket test, aims spaceflight by 2029"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""4"", ""trust_image"": ""6""}","2025-06-25 10:46:38.336482"
441,1,118,"{""selected_article_id"": 7, ""selected_article_title"": ""Taking on Israel's greatest foe has banished Netanyahu's political troubles in an instant"", ""selected_article_category"": ""politics"", ""condition"": ""color""}","{""selected_article_id"": 6, ""selected_article_title"": ""WBBM Newsradio political reporter Craig Dellimore looks back at his career before retiring this month"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""4"", ""trust_image"": ""6""}","2025-06-25 10:49:59.540925"
442,2,117,NA,"{""selected_article_id"": 13, ""selected_article_title"": ""Mike Lee, prominent Republicans leap to baseless claims about political violence \u2013 again"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""1"", ""trust_image"": ""4""}","2025-06-25 10:46:50.939585"
443,2,124,NA,"{""selected_article_id"": 8, ""selected_article_title"": ""ASRA NOMANI: The $2.1 billion machine behind 'spontaneous' anti-Trump protests"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Headline"", ""Topic""], ""trust_article"": ""6"", ""trust_image"": ""6""}","2025-06-25 10:46:45.062285"
444,3,123,NA,"{""selected_article_id"": 58, ""selected_article_title"": ""US toymaker MGA criticised by UK court for 'retaliatory' action against startup"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""6"", ""trust_image"": ""6""}","2025-06-25 10:46:48.059759"
445,3,121,NA,"{""selected_article_id"": 37, ""selected_article_title"": ""Stanford researchers develop \u2018game-changing' stroke treatment that doubles effectiveness"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""4"", ""trust_image"": ""6""}","2025-06-25 10:47:08.298697"
446,3,124,NA,"{""selected_article_id"": 10, ""selected_article_title"": ""Once known for civility, Minnesota succumbs to spread of political violence"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""7"", ""trust_image"": ""7""}","2025-06-25 10:47:52.410692"
447,1,119,"{""selected_article_id"": 8, ""selected_article_title"": ""ASRA NOMANI: The $2.1 billion machine behind 'spontaneous' anti-Trump protests"", ""selected_article_category"": ""politics"", ""condition"": ""no_color""}","{""selected_article_id"": 3, ""selected_article_title"": ""Massachusetts lawmakers condemn political shootings in Minnesota as \""horrific\"""", ""selected_article_had_label"": true, ""label_explained"": true}","{""selected_elements"": [""Picture""], ""trust_article"": ""4"", ""trust_image"": ""4""}","2025-06-25 10:52:40.986538"
448,2,120,NA,"{""selected_article_id"": 35, ""selected_article_title"": ""Israeli airstrikes hit multiple Iran nuclear sites. Here's what we know about them."", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Headline""], ""trust_article"": ""6"", ""trust_image"": ""6""}","2025-06-25 10:49:11.804446"
449,2,125,NA,"{""selected_article_id"": 15, ""selected_article_title"": ""Democratic leaders accuse Trump of legitimizing political violence that led to Minnesota shootings"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Picture""], ""trust_article"": ""6"", ""trust_image"": ""6""}","2025-06-25 10:50:06.339893"
450,3,117,NA,"{""selected_article_id"": 8, ""selected_article_title"": ""ASRA NOMANI: The $2.1 billion machine behind 'spontaneous' anti-Trump protests"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""1"", ""trust_image"": ""4""}","2025-06-25 10:50:52.769380"
451,3,125,NA,"{""selected_article_id"": 4, ""selected_article_title"": ""Colorado officials react to assassination of Minnesota lawmaker and her husband"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Image label""], ""trust_article"": ""6"", ""trust_image"": ""6""}","2025-06-25 10:51:36.333333"
452,3,120,NA,"{""selected_article_id"": 50, ""selected_article_title"": ""Apple eyes using AI to design its chips, technology executive says"", ""selected_article_had_label"": true, ""label_explained"": true}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""3"", ""trust_image"": ""6""}","2025-06-25 10:51:29.835872"
453,1,128,"{""selected_article_id"": 57, ""selected_article_title"": ""McDonald's settles Byron Allen's $10 billion lawsuit over ads for Black-owned media"", ""selected_article_category"": ""entertainment"", ""condition"": ""c2pa""}","{""selected_article_id"": 62, ""selected_article_title"": ""PSG inspired by Los Angeles as it sets out to build new stadium"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Headline"", ""Topic""], ""trust_article"": ""7"", ""trust_image"": ""7""}","2025-06-25 10:51:48.389623"
454,2,122,NA,"{""selected_article_id"": 8, ""selected_article_title"": ""ASRA NOMANI: The $2.1 billion machine behind 'spontaneous' anti-Trump protests"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""7"", ""trust_image"": ""6""}","2025-06-25 10:52:15.169903"
455,1,127,"{""selected_article_id"": 2, ""selected_article_title"": ""As the Army celebrates its 250th birthday, officials say the military's apolitical nature is at risk"", ""selected_article_category"": ""politics"", ""condition"": ""no_color""}","{""selected_article_id"": 3, ""selected_article_title"": ""Massachusetts lawmakers condemn political shootings in Minnesota as \""horrific\"""", ""selected_article_had_label"": false, ""label_explained"": true}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""7"", ""trust_image"": ""6""}","2025-06-25 10:56:55.684118"
456,2,118,NA,"{""selected_article_id"": 3, ""selected_article_title"": ""Massachusetts lawmakers condemn political shootings in Minnesota as \""horrific\"""", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Don't know/None of these""], ""trust_article"": ""4"", ""trust_image"": ""5""}","2025-06-25 10:52:11.957243"
457,2,128,NA,"{""selected_article_id"": 56, ""selected_article_title"": ""Beating back boredom this summer for both parents and kids"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Image label"", ""Headline""], ""trust_article"": ""6"", ""trust_image"": ""7""}","2025-06-25 10:52:05.562777"
458,3,128,NA,"{""selected_article_id"": 54, ""selected_article_title"": ""Fox News Entertainment Newsletter: Brad Pitt talks mistakes, Billy Idol nearly died from drug overdose"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Image label"", ""Headline""], ""trust_article"": ""7"", ""trust_image"": ""7""}","2025-06-25 10:52:22.164290"
459,1,126,"{""selected_article_id"": 50, ""selected_article_title"": ""Apple eyes using AI to design its chips, technology executive says"", ""selected_article_category"": ""technology"", ""condition"": ""color""}","{""selected_article_id"": 38, ""selected_article_title"": ""Taiwan adds China's Huawei, SMIC to export control list"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Headline"", ""Topic""], ""trust_article"": ""6"", ""trust_image"": ""7""}","2025-06-25 10:57:18.524675"
460,2,119,NA,"{""selected_article_id"": 11, ""selected_article_title"": ""We Encourage Political Violence When We Look the Other Way"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""4"", ""trust_image"": ""5""}","2025-06-25 10:53:16.898361"
461,3,118,NA,"{""selected_article_id"": 11, ""selected_article_title"": ""We Encourage Political Violence When We Look the Other Way"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Topic""], ""trust_article"": ""4"", ""trust_image"": ""5""}","2025-06-25 10:53:32.082646"
462,1,129,"{""selected_article_id"": 7, ""selected_article_title"": ""Taking on Israel's greatest foe has banished Netanyahu's political troubles in an instant"", ""selected_article_category"": ""politics"", ""condition"": ""nolabel""}","{""selected_article_id"": 10, ""selected_article_title"": ""Once known for civility, Minnesota succumbs to spread of political violence"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Topic""], ""trust_article"": ""5"", ""trust_image"": ""5""}","2025-06-25 10:57:51.831549"
463,3,119,NA,"{""selected_article_id"": 6, ""selected_article_title"": ""WBBM Newsradio political reporter Craig Dellimore looks back at his career before retiring this month"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Image label""], ""trust_article"": ""4"", ""trust_image"": ""6""}","2025-06-25 10:53:44.189095"
464,3,122,NA,"{""selected_article_id"": 4, ""selected_article_title"": ""Colorado officials react to assassination of Minnesota lawmaker and her husband"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""7"", ""trust_image"": ""5""}","2025-06-25 10:55:26.582095"
465,1,130,"{""selected_article_id"": 60, ""selected_article_title"": ""Book excerpt: \""Desi Arnaz: The Man Who Invented Television\"""", ""selected_article_category"": ""entertainment"", ""condition"": ""color""}","{""selected_article_id"": 61, ""selected_article_title"": ""Netflix Dips Its Toe Into Old-Fashioned TV"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""4"", ""trust_image"": ""5""}","2025-06-25 10:59:09.667086"
466,2,127,NA,"{""selected_article_id"": 9, ""selected_article_title"": ""Donald Trump stunt proves FIFA is happy to play politics when it suits"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""6"", ""trust_image"": ""7""}","2025-06-25 10:58:10.551409"
467,2,129,NA,"{""selected_article_id"": 3, ""selected_article_title"": ""Massachusetts lawmakers condemn political shootings in Minnesota as \""horrific\"""", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Topic""], ""trust_article"": ""5"", ""trust_image"": ""5""}","2025-06-25 10:58:39.643046"
468,3,127,NA,"{""selected_article_id"": 15, ""selected_article_title"": ""Democratic leaders accuse Trump of legitimizing political violence that led to Minnesota shootings"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Image label"", ""Headline"", ""Topic""], ""trust_article"": ""7"", ""trust_image"": ""6""}","2025-06-25 10:58:54.505912"
469,3,129,NA,"{""selected_article_id"": 15, ""selected_article_title"": ""Democratic leaders accuse Trump of legitimizing political violence that led to Minnesota shootings"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Topic""], ""trust_article"": ""4"", ""trust_image"": ""4""}","2025-06-25 10:59:09.499347"
470,2,126,NA,"{""selected_article_id"": 44, ""selected_article_title"": ""Amazon to invest $233 million in India to expand operations infrastructure, improve tech"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Headline"", ""Topic""], ""trust_article"": ""6"", ""trust_image"": ""6""}","2025-06-25 10:59:24.671357"
471,1,133,"{""selected_article_id"": 28, ""selected_article_title"": ""Lawmaker unveils Riley Gaines-backed bill targeting transgender military academy students"", ""selected_article_category"": ""sports"", ""condition"": ""nolabel""}","{""selected_article_id"": 23, ""selected_article_title"": ""Euro 2028 among events to benefit as UK govt pledges $1.2 billion investment in sport"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""7"", ""trust_image"": ""6""}","2025-06-25 11:02:11.866211"
472,3,126,NA,"{""selected_article_id"": 42, ""selected_article_title"": ""Honda-backed Helm.ai unveils vision system for self-driving cars"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Headline"", ""Topic""], ""trust_article"": ""6"", ""trust_image"": ""7""}","2025-06-25 11:00:45.035009"
473,2,130,NA,"{""selected_article_id"": 66, ""selected_article_title"": ""Juneteenth Festival happening this weekend in Beverly, Morgan Park neighborhoods"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Headline"", ""Topic""], ""trust_article"": ""4"", ""trust_image"": ""5""}","2025-06-25 11:00:56.480770"
474,1,131,"{""selected_article_id"": 13, ""selected_article_title"": ""Mike Lee, prominent Republicans leap to baseless claims about political violence \u2013 again"", ""selected_article_category"": ""politics"", ""condition"": ""no_color""}","{""selected_article_id"": 8, ""selected_article_title"": ""ASRA NOMANI: The $2.1 billion machine behind 'spontaneous' anti-Trump protests"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Image label"", ""Headline"", ""Topic""], ""trust_article"": ""3"", ""trust_image"": ""4""}","2025-06-25 11:03:49.102039"
475,1,132,"{""selected_article_id"": 52, ""selected_article_title"": ""Visual effects veteran Ed Ulbrich joins AI company Moonvalley"", ""selected_article_category"": ""technology"", ""condition"": ""c2pa""}","{""selected_article_id"": 35, ""selected_article_title"": ""Israeli airstrikes hit multiple Iran nuclear sites. Here's what we know about them."", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""6"", ""trust_image"": ""6""}","2025-06-25 11:08:32.081478"
476,1,134,"{""selected_article_id"": 69, ""selected_article_title"": ""Remember Fonzworth Bentley? Here's what happened after he moved on from holding umbrellas for Sean \u2018Diddy' Combs"", ""selected_article_category"": ""entertainment"", ""condition"": ""color""}","{""selected_article_id"": 54, ""selected_article_title"": ""Fox News Entertainment Newsletter: Brad Pitt talks mistakes, Billy Idol nearly died from drug overdose"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""5"", ""trust_image"": ""5""}","2025-06-25 11:03:50.179288"
477,3,130,NA,"{""selected_article_id"": 68, ""selected_article_title"": ""Aventura Mall voted \""Best Mall in America,\"" USA TODAY poll"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Headline""], ""trust_article"": ""4"", ""trust_image"": ""4""}","2025-06-25 11:03:32.977480"
478,2,133,NA,"{""selected_article_id"": 27, ""selected_article_title"": ""Greek probes into soccer hooliganism find links to drugs, extortion and arson"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Image label"", ""Headline"", ""Topic""], ""trust_article"": ""6"", ""trust_image"": ""6""}","2025-06-25 11:03:37.486602"
479,2,134,NA,"{""selected_article_id"": 67, ""selected_article_title"": ""Live Nation case at US Supreme Court tests reach of arbitration law"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""5"", ""trust_image"": ""5""}","2025-06-25 11:04:37.180675"
480,3,133,NA,"{""selected_article_id"": 22, ""selected_article_title"": ""Louisiana is poised to hike its sports betting tax to help colleges pay their athletes"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Headline"", ""Topic""], ""trust_article"": ""6"", ""trust_image"": ""7""}","2025-06-25 11:05:10.243982"
481,3,134,NA,"{""selected_article_id"": 60, ""selected_article_title"": ""Book excerpt: \""Desi Arnaz: The Man Who Invented Television\"""", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Headline""], ""trust_article"": ""6"", ""trust_image"": ""6""}","2025-06-25 11:05:36.458304"
482,2,131,NA,"{""selected_article_id"": 9, ""selected_article_title"": ""Donald Trump stunt proves FIFA is happy to play politics when it suits"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""5"", ""trust_image"": ""6""}","2025-06-25 11:07:15.317705"
